系組代碼,校名,系組名,學群,學類,普通生錄取分數,學測_國文,學測_英文,分科_數甲,學測_數學A,學測_數學B,學測_自然,學測_社會,分科_地理,分科_歷史,分科_公民,分科_物理,分科_化學,分科_生物,同分參酌1_科目,同分參酌1_分數,同分參酌2_科目,同分參酌2_分數,同分參酌3_科目,同分參酌3_分數,,1,大學,科系
1241,中國文化大學,資訊傳播學系,資訊學群,資訊傳播學類,92,2,1,,,,,,,,1.75,,,,,,,,,,,,中國文化大學,資訊傳播學系
1241,中國文化大學,資訊傳播學系,大眾傳播學群,資訊傳播學類,92,2,1,,,,,,,,1.75,,,,,,,,,,,,中國文化大學,資訊傳播學系
1242,中國文化大學,大眾傳播學系,大眾傳播學群,大眾傳播學類,124,2,2,,,1,,,,,1,,,,,,,,,,,,中國文化大學,大眾傳播學系
1243,中國文化大學,美術學系,藝術學群,美術學類,216.74,2,1,,,,,,1,1,,,,,,,,,,,,,中國文化大學,美術學系
1244,中國文化大學,音樂學系A組,藝術學群,音樂學類,-----,1.5,,,,,,,,1,,,,,,,,,,,,,中國文化大學,音樂學系
1245,中國文化大學,音樂學系B組,藝術學群,音樂學類,94,2,1.5,,,,,,,1,,,,,,,,,,,,,中國文化大學,音樂學系
1246,中國文化大學,戲劇學系,藝術學群,表演藝術學類,129,2,1,,,,,,,1,,,,,,,,,,,,,中國文化大學,戲劇學系
1247,中國文化大學,都市計劃與開發管理學系,建築與設計學群,都市計畫學類,118,2,1,,,,,,,,2,,,,,,,,,,,,中國文化大學,都市計劃與開發管理學系(原市政暨環境規劃學系)
1250,中國文化大學,建築及都市設計學系建築及室內設計組,工程學群,建築學類,100,2,2,,,,,,1,,,,,,,,,,,,,,中國文化大學,建築及都市設計學系
1250,中國文化大學,建築及都市設計學系建築及室內設計組,建築與設計學群,建築學類,100,2,2,,,,,,1,,,,,,,,,,,,,,中國文化大學,建築及都市設計學系
1251,中國文化大學,建築及都市設計學系建築及都市設計組,工程學群,建築學類,124,2,2,,,,,,,,,1,,,,,,,,,,,中國文化大學,建築及都市設計學系
1251,中國文化大學,建築及都市設計學系建築及都市設計組,建築與設計學群,建築學類,124,2,2,,,,,,,,,1,,,,,,,,,,,中國文化大學,建築及都市設計學系
1252,中國文化大學,景觀學系A組,建築與設計學群,景觀與空間設計學類,99,2,2,,,,,,1,,,,,,,,,,,,,,中國文化大學,景觀學系
1253,中國文化大學,景觀學系B組,建築與設計學群,景觀與空間設計學類,81,2,2,,,,,,,,,,,1,,,,,,,,,中國文化大學,景觀學系
1254,中國文化大學,教育學系,教育學群,教育學類,108,2,1.5,,,,,,,,2,,,,,,,,,,,,中國文化大學,教育學系
1255,中國文化大學,心理輔導學系,社會與心理學群,輔導與諮商學類,172.5,1.5,1,,,,,,,,2,,,,,,,,,,,,中國文化大學,心理輔導學系
1256,靜宜大學,英國語文學系,外語學群,英語文學類,83,1.5,2,,,,,,,,1,,,,,,,,,,,,,
1257,靜宜大學,西班牙語文學系,外語學群,歐語文學類,95,2,1.5,,,,,,,1,,,,,,,,,,,,,靜宜大學,西班牙語文學系
1260,靜宜大學,日本語文學系,外語學群,日語文學類,96,2,1,,,,,,,1.5,,,,,,,,,,,,,,
1261,靜宜大學,中國文學系,文史哲學群,中國語文學類,110.75,1.5,,,,,,,1,1.25,,,,,,,,,,,,,,
1262,靜宜大學,社會工作與兒童少年福利學系,社會與心理學群,兒童與家庭學類,136,2,1,,,,,,,2,,,,,,,,,,,,,靜宜大學,社會工作與兒童少年福利學系
1263,靜宜大學,台灣文學系,文史哲學群,臺灣語文學類,102,2,,,,,,,1.25,1.25,,,,,,,,,,,,,,
1264,靜宜大學,法律學系,法政學群,法律學類,151,2,,,,1,,,,,2,,,,國,38,,,,,,,,
1265,靜宜大學,生態人文學系(自然組),生命科學學群,生態學類,69,1,1,,,,,,,,,,,2,,,,,,,,,靜宜大學,生態人文學系
1265,靜宜大學,生態人文學系(自然組),生物資源學群,生態學類,69,1,1,,,,,,,,,,,2,,,,,,,,,靜宜大學,生態人文學系
1266,靜宜大學,生態人文學系(人文組),生命科學學群,生態學類,82,1,1,,,,,,,2,,,,,,,,,,,,,靜宜大學,生態人文學系
1266,靜宜大學,生態人文學系(人文組),生物資源學群,生態學類,82,1,1,,,,,,,2,,,,,,,,,,,,,靜宜大學,生態人文學系
1267,靜宜大學,大眾傳播學系,大眾傳播學群,大眾傳播學類,140.5,2,2,,,,,,,1.75,,,,,,,,,,,,,,
1270,靜宜大學,財務工程學系,財經學群,財務金融學類,105,2,,,,2,,,,,1,,,,,,,,,,,,,
1271,靜宜大學,應用化學系,數理化學群,自然科學學類,158.75,1.75,,,,,,,,,,,2,,,,,,,,,,靜宜大學,應用化學系
1272,靜宜大學,食品營養學系營養與保健組,醫藥衛生學群,食品營養保健學類,128,2,,,,,,,,,,,1,,,,,,,,,,,
1273,靜宜大學,食品營養學系食品與生物技術組,醫藥衛生學群,食品營養保健學類,124,2,,,,,,,,,,,1,,自,22,,,,,,,,
1274,靜宜大學,化粧品科學系,醫藥衛生學群,化妝品學類,91,2,1,,,,,,,,,,2,,,,,,,,,,靜宜大學,化粧品科學系
1275,靜宜大學,資料科學暨大數據分析與應用學系,數理化學群,統計學類,98,2,,,,2,,,,1,,,,,,,,,,,,,靜宜大學,資料科學暨大數據分析與應用學系(原統計資訊學系)
1276,靜宜大學,企業管理學系,管理學群,企業管理學類,91,2,2,,,,,,,1,,,,,,,,,,,,,,
1277,靜宜大學,國際企業學系(國際經營與行銷組),財經學群,國際企業學類,97,1.5,1.5,,,,,,,1,1,,,,,,,,,,,,,
1300,靜宜大學,國際企業學系(國際貿易與運籌組),財經學群,國際企業學類,96,1.5,1.5,,,,,,1,1,,,,,,,,,,,,,,
1301,靜宜大學,會計學系,財經學群,會計學類,102,2,,,,1,,,,,2,,,,,,,,,,,,,
1302,靜宜大學,觀光事業學系(甲組),遊憩與運動學群,觀光事業學類,112,2,,,,,,,2,1,,,,,,,,,,,,,,
1303,靜宜大學,觀光事業學系(乙組),遊憩與運動學群,觀光事業學類,83,,,,,1,,,2,2,,,,,,,,,,,,,,
1304,靜宜大學,觀光事業學系(丙組),遊憩與運動學群,觀光事業學類,95,,1,,,,,,2,2,,,,,,,,,,,,,,
1305,靜宜大學,財務金融學系(金融管理組),財經學群,財務金融學類,116,2,1.5,,,,,,,2,,,,,,,,,,,,,,
1306,靜宜大學,財務金融學系(投資管理組),財經學群,財務金融學類,115.5,2,1.5,,,,,,2,,,,,,,,,,,,,,,
1307,靜宜大學,財務金融學系(金融科技組),財經學群,財務金融學類,103,2,1.5,,,,,,,,2,,,,,,,,,,,,,
1310,靜宜大學,"資訊管理學系(軟體開發與物聯網應用
組)",管理學群,資訊管理學類,106,2,,,,2,,,,,1,,,,,,,,,,,,,
1311,靜宜大學,資訊管理學系(行動商務與智慧企業組),管理學群,資訊管理學類,42,,2,,,2,,,,,1,,,,,,,,,,,,,
1312,靜宜大學,資訊工程學系(智慧電子與IC設計組),資訊學群,資訊工程學類,96,,1,,,1,,,,,,2,,,物,23,,,,,,,,
1313,靜宜大學,資訊工程學系(智慧晶片與機器人組),資訊學群,資訊工程學類,48.5,,1,,,1.5,,,,1,,,,,,,,,,,,,,
1314,靜宜大學,資訊工程學系(物聯網與大數據組),資訊學群,資訊工程學類,87,2,,,,2,,,,1,,,,,,,,,,,,,,
1315,靜宜大學,"資訊傳播工程學系(元宇宙多媒體遊戲
組)",資訊學群,資訊傳播學類,90,2,,,,2,,,,1,,,,,,,,,,,,,靜宜大學,資訊傳播工程學系
1315,靜宜大學,"資訊傳播工程學系(元宇宙多媒體遊戲
組)",大眾傳播學群,資訊傳播學類,90,2,,,,2,,,,1,,,,,,,,,,,,,靜宜大學,資訊傳播工程學系
1316,靜宜大學,"資訊傳播工程學系(人工智慧互動科技
組)",資訊學群,資訊傳播學類,86,2,,,,2,,,,,1,,,,,,,,,,,,靜宜大學,資訊傳播工程學系
1316,靜宜大學,"資訊傳播工程學系(人工智慧互動科技
組)",大眾傳播學群,資訊傳播學類,86,2,,,,2,,,,,1,,,,,,,,,,,,靜宜大學,資訊傳播工程學系
1317,靜宜大學,寰宇管理學士學位學程,管理學群,企業管理學類,104,1.5,2,,,,,,,,1,,,,,,,,,,,,,
1320,靜宜大學,寰宇外語教育學士學位學程,外語學群,英語教育學類,88,1,2,,,,,,,1,,,,,,,,,,,,,靜宜大學,寰宇外語教育學士學位學程
1320,靜宜大學,寰宇外語教育學士學位學程,教育學群,英語教育學類,88,1,2,,,,,,,1,,,,,,,,,,,,,靜宜大學,寰宇外語教育學士學位學程
1321,大同大學,機械與材料工程學系,工程學群,機械工程學類,120,2,1.75,2,,,,,,,,,,,,,,,,,,,,
1322,大同大學,化學工程與生物科技學系(化學工程組),生命科學學群,生物科技學類,134,2,1.75,,,,,,,,,,2,,,,,,,,,,大同大學,化學工程與生物科技學系
1323,大同大學,化學工程與生物科技學系(生物科技組),生命科學學群,生物科技學類,141.75,2,1.75,,,,,,,,,,,2,,,,,,,,,大同大學,化學工程與生物科技學系
1324,大同大學,工程學院學士班,工程學群,工程科學學類,111,2,2,,,,,,,,,1.5,,,,,,,,,,,大同大學,工程學院學士班
1324,大同大學,工程學院學士班,工程學群,材料工程學類,111,2,2,,,,,,,,,1.5,,,,,,,,,,,大同大學,工程學院學士班
1325,大同大學,電機工程學系(甲組),工程學群,電機工程學類,81,1,1,1,,,,,,,,,,,數甲,20,,,,,,,,
1326,大同大學,電機工程學系(乙組),工程學群,電機工程學類,85,1,1,,,,,,,,,1,,,物,19,,,,,,,,
1327,大同大學,資訊工程學系(甲組),資訊學群,資訊工程學類,137.5,1,1.5,1,2,,,,,,,,,,,,,,,,,,,
1330,大同大學,資訊工程學系(乙組),資訊學群,資訊工程學類,116,1,1.5,,,2,,,,,1,,,,,,,,,,,,,
1331,大同大學,事業經營學系(甲組),管理學群,行銷經營學類,128.75,1.25,2,,,,,,1,1.25,,,,,,,,,,,,,大同大學,事業經營學系
1332,大同大學,事業經營學系(乙組),管理學群,行銷經營學類,48,,1.5,,,1.5,,,1,,,,,,,,,,,,,,大同大學,事業經營學系
1333,大同大學,資訊經營學系(自然組),管理學群,電子商務學類,136,2,2,,,1,,,,,,1,,,,,,,,,,,大同大學,資訊經營學系
1334,大同大學,資訊經營學系(社會組),管理學群,電子商務學類,106,2,2,,,1,,,1,,,,,,,,,,,,,,大同大學,資訊經營學系
1335,大同大學,工業設計學系(自然一組),建築與設計學群,工業設計學類,117,2,2,1,,,,,,,,,,,,,,,,,,,大同大學,工業設計學系
1336,大同大學,工業設計學系(自然二組),建築與設計學群,工業設計學類,109.25,1,1.75,,,,,,,,,2,,,,,,,,,,,大同大學,工業設計學系
1337,大同大學,工業設計學系(社會一組),建築與設計學群,工業設計學類,110,,2,,,1,,,,2,,,,,,,,,,,,,大同大學,工業設計學系
1340,大同大學,工業設計學系(社會二組),建築與設計學群,工業設計學類,185.25,2,,,,,,,1.75,2,,,,,,,,,,,,,大同大學,工業設計學系
1341,大同大學,媒體設計學系互動媒體設計組(自然組),資訊學群,數位媒體設計學類,84,1,1,,,,,,,,,2,,,,,,,,,,,大同大學,媒體設計學系
1341,大同大學,媒體設計學系互動媒體設計組(自然組),建築與設計學群,數位媒體設計學類,84,1,1,,,,,,,,,2,,,,,,,,,,,大同大學,媒體設計學系
1342,大同大學,媒體設計學系互動媒體設計組(社會組),資訊學群,數位媒體設計學類,95,1,1,,,,,,,2,,,,,,,,,,,,,大同大學,媒體設計學系
1342,大同大學,媒體設計學系互動媒體設計組(社會組),建築與設計學群,數位媒體設計學類,95,1,1,,,,,,,2,,,,,,,,,,,,,大同大學,媒體設計學系
1343,大同大學,媒體設計學系互動媒體設計組(國際組),資訊學群,數位媒體設計學類,98,1,1,,,,,,,,2,,,,,,,,,,,,大同大學,媒體設計學系
1343,大同大學,媒體設計學系互動媒體設計組(國際組),建築與設計學群,數位媒體設計學類,98,1,1,,,,,,,,2,,,,,,,,,,,,大同大學,媒體設計學系
1344,大同大學,媒體設計學系數位遊戲設計組(自然組),資訊學群,數位媒體設計學類,107,1,,,,1,,,,,,2,,,,,,,,,,,大同大學,媒體設計學系
1344,大同大學,媒體設計學系數位遊戲設計組(自然組),建築與設計學群,數位媒體設計學類,107,1,,,,1,,,,,,2,,,,,,,,,,,大同大學,媒體設計學系
1345,大同大學,媒體設計學系數位遊戲設計組(社會組),資訊學群,數位媒體設計學類,102,1,,,,1,,,,2,,,,,國,30,,,,,,,大同大學,媒體設計學系
1345,大同大學,媒體設計學系數位遊戲設計組(社會組),建築與設計學群,數位媒體設計學類,102,1,,,,1,,,,2,,,,,國,30,,,,,,,大同大學,媒體設計學系
1346,大同大學,媒體設計學系數位遊戲設計組(國際組),資訊學群,數位媒體設計學類,134,1,1,,,1,,,,,2,,,,,,,,,,,,大同大學,媒體設計學系
1346,大同大學,媒體設計學系數位遊戲設計組(國際組),建築與設計學群,數位媒體設計學類,134,1,1,,,1,,,,,2,,,,,,,,,,,,大同大學,媒體設計學系
1347,大同大學,應用外語學系,外語學群,英語文學類,105.75,2,2,,,,,,,1.75,,,,,,,,,,,,,,
1350,輔仁大學,中國文學系,文史哲學群,中國語文學類,142,2,1,,,,,,,1,,,,,國,40,歷,40,英,22,,,,
1351,輔仁大學,歷史學系,文史哲學群,歷史學類,229,2,1.5,,,,,,,2,,,,,,,,,,,,,,
1352,輔仁大學,哲學系,文史哲學群,哲學學類,168,2,1,,,,,,,,2,,,,,,,,,,,,輔仁大學,哲學系
1353,輔仁大學,音樂學系,藝術學群,音樂學類,222.72,1,,,,,,,,1,,,,,,,,,,,,,,
1354,輔仁大學,應用美術學系,藝術學群,美術學類,139.5,1,1,,,,,,,1.5,,,,,,,,,,,,,輔仁大學,應用美術學系
1355,輔仁大學,景觀設計學系(社會組),建築與設計學群,景觀與空間設計學類,245,1,1.5,,,,,,2,2,,,,,,,,,,,,,輔仁大學,景觀設計學系
1356,輔仁大學,景觀設計學系(自然組),建築與設計學群,景觀與空間設計學類,105.5,1,1.5,,,,,,,,,,,1,,,,,,,,,輔仁大學,景觀設計學系
1357,輔仁大學,影像傳播學系,大眾傳播學群,廣播電視電影學類,209,2,2,,,,,,,,1,,,,,,,,,,,,輔仁大學,影像傳播學系
1360,輔仁大學,新聞傳播學系,大眾傳播學群,新聞學類,238,2,1,,,1,,,,,2,,,,公,44,,,,,,,輔仁大學,新聞傳播學系
1361,輔仁大學,廣告傳播學系,大眾傳播學群,廣告學類,207.5,1.5,2,,,1,,,,,1,,,,,,,,,,,,輔仁大學,廣告傳播學系
1362,輔仁大學,圖書資訊學系,資訊學群,圖書資訊學類,175,2,2,,,,,,,1,,,,,,,,,,,,,輔仁大學,圖書資訊學系
1362,輔仁大學,圖書資訊學系,文史哲學群,圖書資訊學類,175,2,2,,,,,,,1,,,,,,,,,,,,,輔仁大學,圖書資訊學系
1363,輔仁大學,體育學系體育學組,遊憩與運動學群,體育學類,284.1,2,1,,,1,,,,,,,,1,,,,,,,,,,
1364,輔仁大學,體育學系運動健康管理組,遊憩與運動學群,體育學類,227,2,2,,,1,,,,,,,,2,,,,,,,,,,
1365,輔仁大學,教育領導與科技發展學士學位學程,教育學群,教育學類,168,2,2,,,,,,,,1,,,,,,,,,,,,,
1366,輔仁大學,護理學系,醫藥衛生學群,護理學類,159.5,1,1.5,,1,,,,,,,,,1.5,英,30,,,,,,,輔仁大學,護理學系
1367,輔仁大學,公共衛生學系,醫藥衛生學群,公共衛生學類,128,1.5,1.5,,,,,,,,,,1,,英,32,,,,,,,輔仁大學,公共衛生學系
1370,輔仁大學,醫學系(自費),醫藥衛生學群,醫學學類,263,,1,1,,,,,,,,1,1,1,生,56,,,,,,,輔仁大學,醫學系
1371,輔仁大學,醫學系(公費),醫藥衛生學群,醫學學類,280.75,,1.25,1,,,,,,,,1,1,1.25,生,57,7,55,5,,,,輔仁大學,醫學系
1372,輔仁大學,臨床心理學系,社會與心理學群,心理學類,175.75,1.25,2,1,,,,,,,,,,,,,,,,,,,輔仁大學,臨床心理學系
1373,輔仁大學,職能治療學系,醫藥衛生學群,職能治療學類,257,1.25,2,,1,,,,,,,,,2,英,44,,,,,,,輔仁大學,職能治療學系
1374,輔仁大學,呼吸治療學系,醫藥衛生學群,呼吸治療學類,128.5,,1.25,,1,,,,,,,,,1.25,,,,,,,,,輔仁大學,呼吸治療學系
1375,輔仁大學,數學系資訊數學組,數理化學群,數學學類,115.25,1.25,1.25,2,,,,,,,,,,,數甲,12,英,34,4,,,,,
1376,輔仁大學,數學系應用數學組,數理化學群,數學學類,113.75,1.25,1.25,2,,,,,,,,,,,,,,,,,,,,
1377,輔仁大學,化學系,數理化學群,化學學類,112,,1.5,1.5,,,,,,,,,2,,,,,,,,,,,
1400,輔仁大學,資訊工程學系,資訊學群,資訊工程學類,124.5,1.5,1,1,,,,,,,,,,,數甲,26,,,,,,,,
1401,輔仁大學,生命科學系,生命科學學群,生命科學學類,124,,1,,,,,,,,,,1.5,2,生,39,,,,,,,,
1402,輔仁大學,物理學系物理組,數理化學群,物理學類,152.5,1,1,,1.5,,,,,,,2,,,數A,31,,,,,,,,
1403,輔仁大學,物理學系光電物理組,數理化學群,物理學類,155.5,1,1,,1.5,,,,,,,2,,,,,,,,,,,,
1404,輔仁大學,電機工程學系,工程學群,電機工程學類,92,,1,1,,,,,,,,1,,,數甲,22,,,,,,,,
1405,輔仁大學,醫學資訊與創新應用學士學位學程,資訊學群,資訊工程學類,94,1,1,1,,,,,,,,,,,,,,,,,,,,
1406,輔仁大學,人工智慧與資訊安全學士學位學程,資訊學群,資訊工程學類,93,1,1,1,,,,,,,,,,,數甲,20,,,,,,,,
1407,輔仁大學,英國語文學系,外語學群,英語文學類,168,1,2,,,,,,,1,,,,,英,50,,,,,,,,
1410,輔仁大學,法國語文學系,外語學群,歐語文學類,189,2,2,,,,,,,1,,,,,,,,,,,,,輔仁大學,法國語文學系
1411,輔仁大學,西班牙語文學系,外語學群,歐語文學類,191,2,2,,,,,,,1,,,,,,,,,,,,,輔仁大學,西班牙語文學系
1412,輔仁大學,日本語文學系,外語學群,日語文學類,208.5,1.5,1.5,,,,,,,1,1,,,,,,,,,,,,,
1413,輔仁大學,義大利語文學系,外語學群,歐語文學類,177,2,2,,,,,,,1,,,,,英,27,,,,,,,輔仁大學,義大利語文學系
1414,輔仁大學,德語語文學系,外語學群,歐語文學類,157,1.5,1.5,,,,,,,1.25,,,,,,,,,,,,,輔仁大學,德語語文學系
1415,輔仁大學,織品服裝學系織品設計組,建築與設計學群,時尚與服裝設計學類,142,1.5,2,,,,,,,1,,,,,,,,,,,,,輔仁大學,織品服裝學系
1416,輔仁大學,織品服裝學系服飾設計組,建築與設計學群,時尚與服裝設計學類,149,1.5,2,,,,,,,1,,,,,,,,,,,,,輔仁大學,織品服裝學系
1417,輔仁大學,織品服裝學系織品服飾行銷組,建築與設計學群,時尚與服裝設計學類,151,1.5,2,,,,,,,1,,,,,,,,,,,,,輔仁大學,織品服裝學系
1420,輔仁大學,餐旅管理學系,遊憩與運動學群,餐旅管理學類,201,2,2,,,1,,,,2,,,,,英,29,,,,,,,,
1421,輔仁大學,兒童與家庭學系,社會與心理學群,兒童與家庭學類,254,2,2,,,1,,,,,2,,,,,,,,,,,,輔仁大學,兒童與家庭學系
1422,輔仁大學,食品科學系,生命科學學群,食品生技學類,98,,1,,1,,,,,,,,2,,,,,,,,,,輔仁大學,食品科學系
1422,輔仁大學,食品科學系,生物資源學群,食品生技學類,98,,1,,1,,,,,,,,2,,,,,,,,,,輔仁大學,食品科學系
1423,輔仁大學,營養科學系,醫藥衛生學群,食品營養保健學類,241,1,2,,,,,,,,,,2,2,英,37,,,,,,,輔仁大學,營養科學系
1424,輔仁大學,法律學系,法政學群,法律學類,237,1,1.5,,,1,,,,1,1,,,,英,42,公,45,5,,,,,
1425,輔仁大學,財經法律學系,法政學群,財經法律學類,236,1,1.5,,,1,,,,1,1,,,,,,,,,,,,輔仁大學,財經法律學系
